date,AAPL,ABBV,AMZN,AVGO,BRK.B,COST,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2025-12-24,273.81,229.89,232.38,350.22,501.34,871.86,314.09,347.34,207.78,329.17,1076.98,579.45,667.55,488.02,188.61,144.49,485.4,327.58,355.14,119.22
2025-12-26,273.4,229.98,232.52,352.13,498.3,873.35,313.51,349.78,207.63,327.91,1077.75,579.6,663.29,487.71,190.53,144.74,475.19,331.83,355.0,119.11
2025-12-29,273.76,230.89,232.07,349.39,501.05,867.84,313.56,347.45,207.56,323.75,1079.45,577.9,658.69,487.1,188.22,144.57,459.64,328.94,354.61,120.53
2025-12-30,273.08,229.74,232.53,349.85,503.71,865.65,313.85,346.35,206.91,323.52,1079.75,577.42,665.95,487.48,187.54,144.05,454.43,332.24,353.62,120.99
2025-12-31,271.86,228.49,230.82,346.1,502.65,862.34,313.0,344.1,206.95,322.22,1074.68,570.88,660.09,483.62,186.5,143.31,449.72,330.11,350.71,120.34
2026-01-02,271.01,229.31,226.5,347.62,496.85,854.5,315.15,345.82,207.35,325.48,1080.36,563.13,650.41,472.94,188.85,141.79,438.07,336.4,346.48,122.65
2026-01-05,267.26,220.18,233.06,343.42,498.52,875.74,316.54,344.09,204.31,334.04,1041.51,568.57,658.79,472.85,188.12,140.37,451.67,342.02,353.8,125.36
2026-01-06,262.36,223.93,240.93,343.77,499.05,889.1,314.34,349.29,204.79,334.67,1064.04,580.34,660.62,478.51,187.24,139.91,432.96,348.97,357.56,121.05
2026-01-07,260.33,233.42,241.56,343.5,496.12,882.58,321.98,349.06,207.49,326.99,1108.09,579.92,648.69,483.47,189.11,138.04,431.41,341.7,355.88,118.49
2026-01-08,259.04,224.13,246.29,332.48,499.77,915.31,325.44,359.56,205.75,329.79,1085.19,580.07,646.06,478.11,185.04,141.53,435.8,346.85,352.23,122.91
2026-01-09,257.68,222.23,246.275,344.3588,497.76,924.7834,330.2298,371.32,205.21,331.18591,1081.97,578.69,652.195,477.845,185.28,141.655,443.5043,344.09,350.43,123.905
